strain	bacteria	date	country	location	host	isolation_source	clade_membership	Bioproject	BioSample	Assembly	AssemblyStatus	coverage	contig_count	latitude	longitude	checkm_completeness	checkm_contamination	data_origin	sample_type	Dataset_busco	Complete_busco	Single_busco	Duplicated_busco	Fragmented_busco	Missing_busco	n_markers_busco	Translation table_busco	Scaffold N50_busco	Contigs N50_busco	Percent gaps_busco	Number of scaffolds_busco
4-IZSLT.fna	Bacillus anthracis	20XX-XX-XX	Italy	Tuscano			A.Br.142	PRJNA695105	SAMN13164733	GCA_022220665.1	Complete	65	3	37.16775375	-113.682757103829	99.43	0.29	unknown	NCBI	bacillus_odb12	99.4	98.6	0.8	0.5	0.1	778	11	5229980	5229980	0.000%	3
419.fna	Bacillus anthracis	1990-XX-XX	South Africa	Kruger National Park	Syncerus caffer		A.Br.041/042	PRJNA514245	SAMN15402712	GCA_029695005.1	Contig	290	55	-23.9316231	31.5048950217197	99.43	0.86	clinical	NCBI	bacillus_odb12	99.4	97	2.3	0.5	0.1	778	11	404111	404111	0.000%	55
44-NIAH.fna	Bacillus anthracis	20XX-XX-XX					A.Br.089	PRJDB3562	SAMD00026915	GCA_001015005.1	Contig	97	124			99.43	0.29	unknown	NCBI	bacillus_odb12	99.1	98.5	0.6	0.6	0.3	778	11	76756	76756	0.000%	124
46_27.fna	Bacillus anthracis	1968-07-01	Russia	Chechen Republic 				DAPHRM01	SAMN37179243	GCA_031312055.1	Contig	41	489						NCBI	bacillus_odb12	99.4	98.6	0.8	0.5	0.1	778	11	5226087	435036	0.913%	3
5001.fna	Bacillus anthracis	1962-XX-XX	Czech_Republic	Czech_Republic	Bos taurus	spleen	A.Br.129							49.8175	15473	99.43	1.44	clinical	this study	bacillus_odb12	97.2	95.8	1.4	2.3	0.5	778	11	985463	663252	0.205%	9
5002.fna	Bacillus anthracis	1962-XX-XX	Czech_Republic	Czech_Republic	Bos taurus	Hide	A.Br.065							49.8175	15473	97.88	1.34	clinical	this study	bacillus_odb12	96.4	94.7	1.7	2.1	1.5	778	11	3051232	1032442	0.143%	7
52-40-NIAH.fna	Bacillus anthracis	1940-XX-XX					A.Br.081_(Ames)	PRJDB3563	SAMD00026914	GCA_001015025.1	Contig	391	36			99.43	0.29	unknown	NCBI	bacillus_odb12	99.2	98.5	0.8	0.6	0.1	778	11	401457	401457	0.000%	36
52-G.fna	Bacillus anthracis	2009-XX-XX	Georgia_country	Tbilisi	Bos sp.		A.Br.028	PRJNA224563	SAMN02951870	GCA_000559005.1	Chromosome	112	10	41.6934591	44.8014495	99.43	0.29	clinical	NCBI	bacillus_odb12	99.4	98.6	0.8	0.5	0.1	778	11	5227966	1212999	0.013%	3
531_17.fna	Bacillus anthracis	1981-08-28	Russia	Kalmyk Republic	Homo sapiens 	corpse		DAPHRI01	SAMN37179240	GCA_031312095.1	Contig	50	96					NCBI	clinical	bacillus_odb12	99.4	98.6	0.8	0.5	0.1	778	11	5227869	1698274	0.861%	3
55-VNIIVViM.fna	Bacillus anthracis	2014-06-07	Georgia_country	Tbilisi		Commercial Vial	A.Br.119	PRJNA348802	SAMN05915713	GCA_001835485.1	Scaffold	70	32	41.7151	44.82709999	99.43	0.29	unknown	NCBI	bacillus_odb12	99.4	98.6	0.8	0.5	0.1	778	11	455757	455757	0.000%	32
6166.fna	Bacillus anthracis	1982-XX-XX	Japan	Shizuoka			A.Br.099	PRJNA514245	SAMD00115651	GCA_029702655.1	Contig	58	45	34.9332488	138.0955398	99.43	0.86	unknown	NCBI	bacillus_odb12	99.2	97.9	1.3	0.6	0.1	778	11	579720	579720	0.000%	45
6172.fna	Bacillus anthracis	1982-XX-XX	Japan	Shizuoka			A.Br.015	PRJNA514245	SAMD00115652	GCA_029702465.1	Contig	60	55	34.9332488	138.0955398	99.43	0.86	unknown	NCBI	bacillus_odb12	99.4	98.3	1	0.5	0.1	778	11	547330	547330	0.000%	55
7702.fna	Bacillus anthracis	20XX-XX-XX					A.Br.077	PRJNA888965	SAMN31227697	GCA_026559715.1	Complete	182	2			99.43	0.29	unknown	NCBI	bacillus_odb12	99.4	98.6	0.8	0.5	0.1	778	11	5233632	5233632	0.000%	2
81-1.fna	Bacillus anthracis	1979-XX-XX	Russia	Russia	Homo sapiens	Blood	A.Br.110	PRJNA507081	SAMN10484567	GCA_003860145.1	Contig	80	55	45.572027	41.03259	99.43	0.29	clinical	NCBI	bacillus_odb12	96.9	96.3	0.6	2.2	0.9	778	11	177738	177738	0.000%	55
8903-G.fna	Bacillus anthracis	1997-XX-XX	Georgia_country	Gardabani		Soil	A.Br.094	PRJNA224562	SAMN02951868	GCA_000558965.1	Chromosome	267	9	41.4596178	45.089706	99.43	0.29	environment	NCBI	bacillus_odb12	99.4	98.6	0.8	0.5	0.1	778	11	5228314	894607	0.012%	3
9080-G.fna	Bacillus anthracis	1998-XX-XX	Georgia_country	Gardabani		Soil	A.Br.027	PRJNA224558	SAMN02951869	GCA_000558985.1	Chromosome	10	54	41.4596178	45.089706	99.43	0.29	environment	NCBI	bacillus_odb12	98.8	98.1	0.8	0.6	0.5	778	11	5232192	195848	0.095%	3
A.Br.003.fna	Bacillus anthracis	20XX-XX-XX	United Kingdom	Scotland	Homo sapiens	Skin	A.Br.015	PRJNA243524	SAMN02736983	GCA_000743825.1	Scaffold	305	8	56.7861112	-4.1140518	99.43	0.29	clinical	NCBI	bacillus_odb12	99.2	98.5	0.8	0.5	0.3	778	11	5207816	3904740	0.009%	3
A.fna	Bacillus anthracis	1935-XX-XX	Denmark	Denmark	Bos taurus	Clinical Sample	A.Br.089	PRJNA514245	SAMEA3735716	GCA_029695605.1	Contig	143	63	55.670249	10.3333283	99.43	0.86	clinical	NCBI	bacillus_odb12	99.2	97.7	1.5	0.6	0.1	778	11	203234	203234	0.000%	60
A0001.fna	Bacillus anthracis	20XX-XX-XX	Turkey	Turkey			A.Br.026	PRJNA514245	SAMN04283829	GCA_029699765.1	Contig	60	50	38.57	35.14	99.43	0.29	unknown	NCBI	bacillus_odb12	99.4	98.2	1.2	0.5	0.1	778	11	596468	596468	0.000%	50
A0002.fna	Bacillus anthracis	20XX-XX-XX	Turkey	Turkey			A.Br.094	PRJNA514245	SAMN04283832	GCA_029700705.1	Contig	71	52	38.57	35.14	99.43	3.16	unknown	NCBI	bacillus_odb12	99.4	95.4	4	0.5	0.1	778	11	262803	262803	0.000%	52
A0006.fna	Bacillus anthracis	20XX-XX-XX	Australia	Australia			A.Br.041/042	PRJNA514245	SAMN04283803	GCA_029700565.1	Contig	105	57	-25.16	133.46	99.43	0.86	unknown	NCBI	bacillus_odb12	99.4	97.4	1.9	0.5	0.1	778	11	331106	331106	0.000%	57
A0017.fna	Bacillus anthracis	20XX-XX-XX	Zambia	Zambia			A.Br.039	PRJNA514245	SAMN04283800	GCA_029700505.1	Contig	35	63	-13.8	27.5	99.43	0.48	unknown	NCBI	bacillus_odb12	99.4	97.3	2.1	0.5	0.1	778	11	262701	262701	0.000%	63
A0021.fna	Bacillus anthracis	1997-10-01	Zambia	Western Province	Hippopotamus amphibius		A.Br.039	PRJNA257008	SAMN03862113	GCA_001277085.1	Contig	361.12	32	-15.8543496	23.8016799	99.43	0.29	clinical	NCBI	bacillus_odb12	99.4	98.6	0.8	0.5	0.1	778	11	1161585	1161585	0.000%	32
A0026.fna	Bacillus anthracis	1992-XX-XX	United Kingdom	United Kingdom	Equus caballus		A.Br.035_036	PRJNA514245	SAMN04283797	GCA_029700485.1	Contig	113	72	52.21	-1.1	99.43	0.86	clinical	NCBI	bacillus_odb12	99.2	97.4	1.8	0.5	0.3	778	11	344995	344995	0.000%	72
A0032.fna	Bacillus anthracis	20XX-XX-XX	China	China		Fur	A.Br.120	PRJNA514245	SAMN04283859	GCA_029699625.1	Contig	73	77	35.51	104.11	99.43	0.86	clinical	NCBI	bacillus_odb12	99.2	97.3	1.9	0.5	0.3	778	11	182578	182578	0.000%	77
A0033.fna	Bacillus anthracis	20XX-XX-XX	China	China		Wool	A.Br.120	PRJNA514245	SAMN04283860	GCA_029700465.1	Contig	68	67	35.51	104.11	99.43	0.86	clinical	NCBI	bacillus_odb12	99	97.4	1.5	0.8	0.3	778	11	240965	240965	0.000%	66
A005.fna	Bacillus anthracis	1971-XX-XX	Austria	Vienna			A.Br.110									99.43	1.41	unknown	this study	bacillus_odb12	98.2	97.6	0.6	1.5	0.3	778	11	48670	48670	0.002%	2307
A0052.3.fna	Bacillus anthracis	1999-05-01	Poland	Poland		Animal	B.Br.004_(FrenchB)	PRJNA635616	SAMN15046933	GCA_016484455.1	Contig	48.6	101	52	19	99.28	0.29	clinical	NCBI	bacillus_odb12	99	98.2	0.8	0.8	0.3	778	11	136026	136026	0.000%	101
A0062.fna	Bacillus anthracis	20XX-XX-XX	Poland	Poland			A.Br.110	PRJNA514245	SAMN04283848	GCA_029700425.1	Contig	99	61	51.55	19.8	99.43	0.86	unknown	NCBI	bacillus_odb12	99.4	97.4	1.9	0.5	0.1	778	11	263482	263482	0.000%	61
A0081.fna	Bacillus anthracis	1998-XX-XX	Germany	Germany		Soil	A.Br.070	PRJNA514245	SAMN04283816	GCA_029699745.1	Contig	62	46	51.9	10.27	99.43	0.29	environment	NCBI	bacillus_odb12	99.4	98.5	0.9	0.5	0.1	778	11	719561	719561	0.000%	46
A0083.fna	Bacillus anthracis	20XX-XX-XX	Germany	Germany			A.Br.092	PRJNA514245	SAMN04283833	GCA_029700445.1	Contig	140	59	51.9	10.27	99.43	4.09	unknown	NCBI	bacillus_odb12	99.4	93.8	5.5	0.5	0.1	778	11	302463	302463	0.000%	59
A0091.fna	Bacillus anthracis	1939-XX-XX	South Africa	South Africa			B.Br.008_(KrugerB)	PRJNA514245	SAMN04283795	GCA_029700725.1	Contig	167	39	-30.33	22.56	99.43	5.46	unknown	NCBI	bacillus_odb12	99.2	93.6	5.7	0.4	0.4	778	11	937460	937460	0.000%	39
A0094.fna	Bacillus anthracis	1949-XX-XX	South Africa	South Africa			A.Br.068	PRJNA514245	SAMN04283813	GCA_029700765.1	Contig	238	38	-30.33	22.56	99.43	0.86	unknown	NCBI	bacillus_odb12	99.2	97.2	2.1	0.6	0.1	778	11	936242	936242	0.000%	38
A0096.fna	Bacillus anthracis	1939-XX-XX	South Africa	South Africa			A.Br.068	PRJNA514245	SAMN04283814	GCA_029699725.1	Contig	51	49	-30.33	22.56	99.43	0.29	unknown	NCBI	bacillus_odb12	99.2	98.2	1	0.6	0.1	778	11	435746	435746	0.000%	49
A0097.fna	Bacillus anthracis	1938-XX-XX	South Africa	South Africa			A.Br.068	PRJNA514245	SAMN04283815	GCA_029699685.1	Contig	96	40	-30.33	22.56	99.43	0.86	unknown	NCBI	bacillus_odb12	99.2	97.3	1.9	0.6	0.1	778	11	579978	579978	0.000%	40
A0103.fna	Bacillus anthracis	20XX-XX-XX	Turkey	Turkey	Bos taurus		A.Br.093	PRJNA514245	SAMN04283830	GCA_029699665.1	Contig	56	49	38.57	35.14	99.43	0.29	clinical	NCBI	bacillus_odb12	99.4	98.3	1	0.5	0.1	778	11	580012	580012	0.000%	49
A0128.fna	Bacillus anthracis	20XX-XX-XX	South Africa	South Africa			A.Br.041/042	PRJNA514245	SAMN04283804	GCA_029700405.1	Contig	78	63	-30.33	22.56	99.43	0.86	unknown	NCBI	bacillus_odb12	99.4	97.3	2.1	0.5	0.1	778	11	209139	209139	0.000%	62
A0148.fna	Bacillus anthracis	1990-XX-XX	Turkey	Turkey	Homo sapiens		A.Br.093	PRJNA514245	SAMN04283831	GCA_029699705.1	Contig	67	48	38.57	35.14	99.43	0.29	clinical	NCBI	bacillus_odb12	99.4	98.2	1.2	0.5	0.1	778	11	1449012	1449012	0.000%	48
A0150.fna	Bacillus anthracis	1995-XX-XX	Turkey	Turkey	Homo sapiens		A.Br.008_(TEA)	PRJNA514245	SAMN04283864	GCA_029699565.1	Contig	57	65	38.57	35.14	99.43	0.29	clinical	NCBI	bacillus_odb12	99.4	97.4	1.9	0.5	0.1	778	11	167383	167383	0.000%	65
A0174.fna	Bacillus anthracis	20XX-XX-XX					A.Br.019	PRJNA27921	SAMN02470265	GCA_000182055.1	Scaffold		60			95.08	0	unknown	NCBI	bacillus_odb12	93.8	93.1	0.8	1.2	5	778	11	155716	155716	0.000%	60
A019.fna	Bacillus anthracis	20XX-XX-XX	Switzerland				A.Br.110									99.43	0.99	unknown	this study	bacillus_odb12	98.3	97.6	0.8	1.4	0.3	778	11	63736	63405	0.005%	2504
A0193.fna	Bacillus anthracis	20XX-XX-XX	USA	South Dakota	Bos sp.		A.Br.020	PRJNA27923	SAMN02470282	GCA_000181915.1	Scaffold		60	44.6471761	-100.348761	93.96	0.29	clinical	NCBI	bacillus_odb12	92.2	91.4	0.8	1.5	6.3	778	11	170206	170206	0.000%	60
A0224.fna	Bacillus anthracis	20XX-XX-XX	Australia	Australia			A.Br.103	PRJNA514245	SAMN04283836	GCA_029700385.1	Contig	390	59	-25.16	133.46	99.43	3.16	unknown	NCBI	bacillus_odb12	99.4	95.4	4	0.5	0.1	778	11	267422	267422	0.000%	59
A023.fna	Bacillus anthracis	20XX-XX-XX	Slovakia				A.Br.113									98.27	4.87	unknown	this study	bacillus_odb12	90.9	90.1	0.8	5.8	3.3	778	11	7743	7743	0.000%	2350
A0241.fna	Bacillus anthracis	20XX-XX-XX	Turkey	Turkey	Capra aegagrus hircus		A.Br.008_(TEA)	PRJNA514245	SAMN04283863	GCA_029700745.1	Contig	180	57	38.57	35.14	99.43	0.86	clinical	NCBI	bacillus_odb12	99.4	97.4	1.9	0.5	0.1	778	11	333490	333490	0.000%	57
A0245.fna	Bacillus anthracis	20XX-XX-XX	Turkey	Turkey	Bos taurus		A.Br.008_(TEA)	PRJNA514245	SAMN04283865	GCA_029700365.1	Contig	380	57	38.57	35.14	99.43	0.86	clinical	NCBI	bacillus_odb12	99.4	97.9	1.4	0.5	0.1	778	11	252454	252454	0.000%	54
A0248.fna	Bacillus anthracis	20XX-XX-XX					A.Br.001	PRJNA33543	SAMN02603932	GCA_000022865.1	Complete		3			99.43	0.29	unknown	NCBI	bacillus_odb12	99.2	98.5	0.8	0.6	0.1	778	11	5227419	5227419	0.000%	3
A0252.fna	Bacillus anthracis	20XX-XX-XX	Zimbabwe	Zimbabwe			A.Br.102	PRJNA514245	SAMN04283840	GCA_029700345.1	Contig	102	61	-19	29.9	99.43	3.16	unknown	NCBI	bacillus_odb12	99.4	95.4	4	0.5	0.1	778	11	331525	331525	0.000%	61
A0264.fna	Bacillus anthracis	1984-XX-XX	Turkey	Turkey	Homo sapiens		A.Br.165	PRJNA514245	SAMN03569271	GCA_029702405.1	Contig	184	53	38.57	35.14	99.43	0.86	clinical	NCBI	bacillus_odb12	99.4	97.8	1.5	0.5	0.1	778	11	427351	427351	0.000%	44
A0293.fna	Bacillus anthracis	20XX-XX-XX	Italy	Italy	Ovis aries		A.Br.128	PRJNA514245	SAMN04283866	GCA_029700685.1	Contig	109	85	41.52	12.34	99.43	0.86	clinical	NCBI	bacillus_odb12	99.4	98.2	1.2	0.5	0.1	778	11	239777	239777	0.000%	85
A0303.fna	Bacillus anthracis	20XX-XX-XX	Canada	Canada	Bos taurus		A.Br.009_018_(WNA)	PRJNA514245	SAMN04283883	GCA_029699545.1	Contig	72	62	56.7	-106.2	99.43	0.86	clinical	NCBI	bacillus_odb12	99.4	97.3	2.1	0.5	0.1	778	11	331367	331367	0.000%	62
A0362.fna	Bacillus anthracis	20XX-XX-XX	Norway	Norway	Bos taurus		A.Br.110	PRJNA514245	SAMN04283849	GCA_029699525.1	Contig	63	66	60.28	8.28	99.43	0.86	clinical	NCBI	bacillus_odb12	99.4	97.4	1.9	0.5	0.1	778	11	240941	240941	0.000%	66
A0363.fna	Bacillus anthracis	20XX-XX-XX	Norway	Norway	Bos taurus		A.Br.059	PRJNA514245	SAMN04283810	GCA_029700325.1	Contig	100	65	60.28	8.28	99.43	1.44	clinical	NCBI	bacillus_odb12	99.5	97.6	1.9	0.5	0	778	11	212188	212188	0.000%	65
A0380.fna	Bacillus anthracis	20XX-XX-XX	Ireland	Ireland		Wool	A.Br.052	PRJNA514245	SAMN04283808	GCA_029700305.1	Contig	33	98	53.24	-8.14	99.43	0.86	clinical	NCBI	bacillus_odb12	99.5	97.6	1.9	0.5	0	778	11	127349	127349	0.000%	98
A0386.fna	Bacillus anthracis	20XX-XX-XX	United Kingdom	Scotland	Homo sapiens		A.Br.015	PRJNA514245	SAMN04283835	GCA_029700285.1	Contig	93	59	56.29	-4.12	99.43	4.09	clinical	NCBI	bacillus_odb12	99.2	93.8	5.4	0.5	0.3	778	11	164998	164998	0.000%	59
A0401.fna	Bacillus anthracis	20XX-XX-XX	France	France	Bos taurus		A.Br.UA2_(L6)	PRJNA514245	SAMN04283868	GCA_029699485.1	Contig	61	61	46.13	2.12	99.43	0.86	clinical	NCBI	bacillus_odb12	99.4	97.8	1.5	0.5	0.1	778	11	203029	203029	0.000%	61
A0404.fna	Bacillus anthracis	20XX-XX-XX	India	India	Homo sapiens		A.Br.097	PRJNA514245	SAMN04283834	GCA_029700265.1	Contig	334	53	20.35	78.57	99.43	3.16	clinical	NCBI	bacillus_odb12	99.4	95.4	4	0.5	0.1	778	11	348071	348071	0.000%	51
A0417.fna	Bacillus anthracis	20XX-XX-XX	Hungary	Hungary			A.Br.120	PRJNA514245	SAMN04283862	GCA_029699505.1	Contig	84	57	47.9	19.3	99.43	0.29	unknown	NCBI	bacillus_odb12	99.2	97.3	1.9	0.5	0.3	778	11	262731	262731	0.000%	52
A0442.fna	Bacillus anthracis	20XX-XX-XX	South Africa	Kruger National Park	Ammelaphus imberbis		B.Br.001	PRJNA27915	SAMN02470279	GCA_000181935.1	Scaffold		46	-23.9316231	31.5048950217197	96.14	0.26	clinical	NCBI	bacillus_odb12	91.5	90.7	0.8	1.5	6.9	778	11	218283	218283	0.000%	46
A0455.fna	Bacillus anthracis	20XX-XX-XX	Mozambique	Mozambique	Bos taurus		A.Br.102	PRJNA514245	SAMN04283841	GCA_029700245.1	Contig	129	62	-18.39	35.31	99.43	4.09	clinical	NCBI	bacillus_odb12	99.4	93.6	5.8	0.5	0.1	778	11	252435	252435	0.000%	62
A0464.fna	Bacillus anthracis	20XX-XX-XX	Indonesia	Indonesia	Bos taurus		A.Br.049	PRJNA514245	SAMN04283806	GCA_029700185.1	Contig	352	63	-0.47	113.55	99.43	3.16	clinical	NCBI	bacillus_odb12	99.4	95.4	4	0.5	0.1	778	11	240987	240987	0.000%	63
A0465.fna	Bacillus anthracis	20XX-XX-XX					B.Br.007_(FrenchB)	PRJNA27919	SAMN02470255	GCA_000181995.1	Scaffold		57			97.75	0	unknown	NCBI	bacillus_odb12	94.6	93.8	0.8	1.2	4.2	778	11	182151	182151	0.000%	57
A0478.fna	Bacillus anthracis	20XX-XX-XX	Spain	Spain		Minerals	A.Br.060	PRJNA514245	SAMN04283811	GCA_029700205.1	Contig	173	62	40.27	-3.44	99.43	1.44	environment	NCBI	bacillus_odb12	99.5	97.4	2.1	0.5	0	778	11	241294	241294	0.000%	62
A0485.fna	Bacillus anthracis	20XX-XX-XX	Russia	Russia			A.Br.119	PRJNA514245	SAMN04283856	GCA_029700165.1	Contig	86	58	61.31	105.19	99.43	0.86	unknown	NCBI	bacillus_odb12	99.4	97.4	1.9	0.5	0.1	778	11	331123	331123	0.000%	58
A0488.fna	Bacillus anthracis	20XX-XX-XX					A.Br.060	PRJNA27913	SAMN02470254	GCA_000181835.1	Scaffold		63			94.52	0	unknown	NCBI	bacillus_odb12	91.8	91	0.8	1.4	6.8	778	11	151690	151690	0.000%	63
A0530.fna	Bacillus anthracis	20XX-XX-XX	Botswana	Botswana	Loxodonta		A.Br.041/042	PRJNA514245	SAMN04283802	GCA_029700125.1	Contig	42	66	-22.19	24.41	99.43	0.86	clinical	NCBI	bacillus_odb12	99.4	97.2	2.2	0.5	0.1	778	11	203018	203018	0.000%	63
A0533.fna	Bacillus anthracis	20XX-XX-XX	South Africa	South Africa	Capra aegagrus hircus		A.Br.040	PRJNA514245	SAMN04283801	GCA_029700145.1	Contig	141	63	-30.33	22.56	99.43	0.86	clinical	NCBI	bacillus_odb12	99.1	96.8	2.3	0.6	0.3	778	11	331566	331566	0.000%	63
A0604.fna	Bacillus anthracis	1981-XX-XX	China	China		Soil	A.Br.120	PRJNA514245	SAMN04283861	GCA_029700085.1	Contig	84	58	35.51	104.11	99.43	0.86	environment	NCBI	bacillus_odb12	99.2	97.2	2.1	0.5	0.3	778	11	322450	322450	0.000%	58
A0615.fna	Bacillus anthracis	1981-XX-XX	China	China		Soil	A.Br.050	PRJNA514245	SAMN04283807	GCA_029700105.1	Contig	77	70	35.51	104.11	99.43	0.86	environment	NCBI	bacillus_odb12	99.5	97.8	1.7	0.5	0	778	11	241063	241063	0.000%	70
A0628.fna	Bacillus anthracis	1981-XX-XX	China	China		Soil	A.Br.113	PRJNA514245	SAMN04283850	GCA_029699445.1	Contig	67	65	35.51	104.11	99.43	0.29	environment	NCBI	bacillus_odb12	99.4	97.4	1.9	0.5	0.1	778	11	331320	331320	0.000%	65
A0656.fna	Bacillus anthracis	1982-XX-XX	China	China		Soil	A.Br.104	PRJNA514245	SAMN04283837	GCA_029700625.1	Contig	69	64	35.51	104.11	99.43	6.61	environment	NCBI	bacillus_odb12	99.2	91.6	7.6	0.6	0.1	778	11	262812	262812	0.000%	64
A0659.fna	Bacillus anthracis	1982-XX-XX	China	China		Soil	A.Br.104	PRJNA514245	SAMN04283838	GCA_029700585.1	Contig	63	60	35.51	104.11	99.43	3.16	environment	NCBI	bacillus_odb12	99.1	94.9	4.2	0.8	0.1	778	11	204220	204220	0.000%	60
A0684.fna	Bacillus anthracis	1982-XX-XX	China	China		Soil	A.Br.161_(Heroin)	PRJNA514245	SAMN04283885	GCA_029700665.1	Contig	161	68	35.51	104.11	99.43	0.86	environment	NCBI	bacillus_odb12	99.4	97.6	1.8	0.5	0.1	778	11	222074	222074	0.000%	68
A0777.fna	Bacillus anthracis	20XX-XX-XX	Canada	Canada			A.Br.009_018_(WNA)	PRJNA695105	SAMN18241465	GCA_022221265.1	Complete	136	3	61.0666922	-107.991707	99.43	0.29	unknown	NCBI	bacillus_odb12	99.4	98.6	0.8	0.5	0.1	778	11	5207027	5207027	0.000%	3
A0843.fna	Bacillus anthracis	1993-XX-XX	Italy	Italy	Ovis aries		A.Br.143	PRJNA514245	SAMN04283879	GCA_029700045.1	Contig	30	105	41.52	12.34	99.43	0.86	clinical	NCBI	bacillus_odb12	99.4	97.4	1.9	0.5	0.1	778	11	106318	106318	0.000%	105
A0847.fna	Bacillus anthracis	1997-XX-XX	Italy	Italy	Ovis aries		A.Br.128	PRJNA514245	SAMN04283867	GCA_029700065.1	Contig	130	73	41.52	12.34	99.43	0.86	clinical	NCBI	bacillus_odb12	99.4	97.3	2.1	0.5	0.1	778	11	182578	182578	0.000%	73
A0853.fna	Bacillus anthracis	1999-XX-XX	Italy	Italy	Bos taurus		A.Br.143	PRJNA514245	SAMN04283880	GCA_029700025.1	Contig	72	66	41.52	12.34	99.43	0.86	clinical	NCBI	bacillus_odb12	99.4	97.4	1.9	0.5	0.1	778	11	252264	252264	0.000%	66
A0854.fna	Bacillus anthracis	1999-XX-XX	Italy	Italy	Bos taurus		A.Br.145	PRJNA514245	SAMN04283881	GCA_029700005.1	Contig	40	100	41.52	12.34	99.43	2.24	clinical	NCBI	bacillus_odb12	99.4	96.5	2.8	0.5	0.1	778	11	113107	113107	0.000%	100
A0860.fna	Bacillus anthracis	1984-XX-XX	Italy	Italy	Ovis aries		A.Br.146	PRJNA514245	SAMN04283882	GCA_029699985.1	Contig	61	60	41.52	12.34	99.43	3.16	clinical	NCBI	bacillus_odb12	99.2	95.2	4	0.6	0.1	778	11	322450	322450	0.000%	60
A0862a.fna	Bacillus anthracis	1984-XX-XX	Italy	Italy	Ovis aries		A.Br.138	PRJNA514245	SAMN04283870	GCA_029699965.1	Contig	76	60	41.52	12.34	99.43	0.86	clinical	NCBI	bacillus_odb12	99.4	97.3	2.1	0.5	0.1	778	11	322422	322422	0.000%	60
A0873.fna	Bacillus anthracis	1972-XX-XX	Italy	Italy	Bos taurus		A.Br.142	PRJNA514245	SAMN04283878	GCA_029699945.1	Contig	197	69	41.52	12.34	99.43	0.86	clinical	NCBI	bacillus_odb12	99.2	97.3	1.9	0.6	0.1	778	11	182580	182580	0.000%	69
A0878.fna	Bacillus anthracis	20XX-XX-XX	Italy	Italy			A.Br.135	PRJNA514245	SAMN04283869	GCA_029699925.1	Contig	154	65	41.52	12.34	99.43	0.86	unknown	NCBI	bacillus_odb12	99.4	97.4	1.9	0.5	0.1	778	11	165675	165675	0.000%	65
A0881.fna	Bacillus anthracis	20XX-XX-XX	Italy	Italy	Homo sapiens		A.Br.141	PRJNA514245	SAMN04283875	GCA_029699905.1	Contig	86	71	41.52	12.34	99.43	0.86	clinical	NCBI	bacillus_odb12	99.4	97.4	1.9	0.5	0.1	778	11	153424	153424	0.000%	71
A0893.fna	Bacillus anthracis	1996-XX-XX	Italy	Italy	Capra aegagrus hircus		A.Br.139	PRJNA514245	SAMN04283874	GCA_029699465.1	Contig	58	61	41.52	12.34	99.43	0.86	clinical	NCBI	bacillus_odb12	99.4	97.7	1.7	0.5	0.1	778	11	331323	331323	0.000%	61
A0894.fna	Bacillus anthracis	1997-XX-XX	Italy	Italy	Capra aegagrus hircus		A.Br.139	PRJNA514245	SAMN04283872	GCA_029699425.1	Contig	140	60	41.52	12.34	99.43	0.86	clinical	NCBI	bacillus_odb12	99.4	98.1	1.3	0.5	0.1	778	11	322460	322460	0.000%	60
A1032.fna	Bacillus anthracis	20XX-XX-XX	Albania	Albania	Capra aegagrus hircus		A.Br.106	PRJNA514245	SAMN04283844	GCA_029700645.1	Contig	104	79	41.9	20.1	99.43	0.86	clinical	NCBI	bacillus_odb12	99.2	97.7	1.5	0.6	0.1	778	11	221515	221515	0.000%	79
A1033.fna	Bacillus anthracis	20XX-XX-XX	Albania	Albania	Bos taurus		A.Br.106	PRJNA514245	SAMN04283845	GCA_029699385.1	Contig	135	64	41.9	20.1	99.43	0.86	clinical	NCBI	bacillus_odb12	99.2	97.9	1.3	0.6	0.1	778	11	237855	237855	0.000%	61
A1035.fna	Bacillus anthracis	20XX-XX-XX	Albania	Albania	Ovis aries		A.Br.106	PRJNA514245	SAMN04283843	GCA_029700605.1	Contig	156	57	41.9	20.1	99.43	0.86	clinical	NCBI	bacillus_odb12	99.2	97.3	1.9	0.6	0.1	778	11	345604	345604	0.000%	52
A1039.fna	Bacillus anthracis	1999-XX-XX	Bolivia	Santa Cruz	Bos taurus		A.Br.070	PRJNA257008	SAMN02999502	GCA_000986915.1	Contig	605294	32	28.467178	-16.2507843	99.43	0.29	clinical	NCBI	bacillus_odb12	99.4	98.6	0.8	0.5	0.1	778	11	1198122	1198122	0.000%	32
A1050.fna	Bacillus anthracis	20XX-XX-XX	Italy	Italy	Bos taurus		A.Br.140_(L1)	PRJNA514245	SAMN04283877	GCA_029699405.1	Contig	120	62	41.52	12.34	99.43	0.86	clinical	NCBI	bacillus_odb12	99.4	97	2.3	0.5	0.1	778	11	322461	322461	0.000%	62
A1055.fna	Bacillus anthracis	20XX-XX-XX					C.Br.002	PRJNA10795	SAMN02435882	GCA_000167255.1	Scaffold		42			98.64	1.01	unknown	NCBI	bacillus_odb12	97.9	96.9	1	1.3	0.8	778	11	263928	263928	0.000%	42
